time (s),Amplitude - Plot 0
1.485,-30.1194
1.486,-30.6058
1.487,-29.2826
1.488,-28.4815
1.489,-26.9938
1.49,-26.679
1.491,-25.1126
1.492,-22.788
1.493,-21.4005
1.494,-19.1975
1.495,-18.2104
1.496,-16.5725
1.497,-13.3538
1.498,-10.9291
1.499,-8.84771
1.5,-6.63757
1.501,-4.6277
1.502,-2.26736
1.503,0
1.504,1.76668
1.505,3.82662
1.506,5.16415
1.507,6.88076
1.508,9.31978
1.509,10.972
1.51,13.7758
1.511,16.0289
1.512,17.2162
1.513,18.6753
1.514,21.05
1.515,22.4948
1.516,25.2414
1.517,26.3286
1.518,26.3429
1.519,28.0309
1.52,28.9106
1.521,30.7989
1.522,29.912
1.523,30.5414
1.524,30.9277
1.525,31.4498
1.526,30.0336
1.527,29.7189
1.528,30.1981
1.529,28.9965
1.53,26.7363
1.531,26.4215
1.532,25.4989
1.533,24.5333
1.534,21.6293
1.535,19.7625
1.536,18.3249
1.537,16.3579
1.538,14.0047
1.539,12.6886
1.54,10.1423
1.541,7.63893
1.542,5.35011
1.543,2.88963
1.544,0.557899
1.545,-1.33038
1.546,-3.44753
1.547,-5.29289
1.548,-6.73056
1.549,-9.20534
1.55,-11.344
1.551,-12.7316
1.552,-15.2421
1.553,-17.3378
1.554,-19.8555
1.555,-21.522
1.556,-23.7107
1.557,-24.9624
1.558,-25.4703
1.559,-27.1583
1.56,-28.9822
1.561,-30.4627
1.562,-29.2897
1.563,-30.2911
1.564,-31.4069
1.565,-31.5213
1.566,-30.4699
1.567,-30.3197
1.568,-30.4198
1.569,-29.6831
1.57,-28.4886
1.571,-27.0367
1.572,-26.1497
1.573,-25.3773
1.574,-22.4733
1.575,-20.6995
1.576,-18.5823
1.577,-17.0946
1.578,-15.1706
1.579,-13.1035
1.58,-9.73463
1.581,-7.22408
1.582,-5.07116
1.583,-2.73228
1.584,-0.36478
1.585,1.51634
1.586,3.67641
1.587,5.42164
1.588,6.94513
1.589,9.74178
1.59,12.1593
1.591,13.5469
1.592,15.8858
1.593,17.3378
1.594,19.927
1.595,21.6937
1.596,24.24
1.597,25.835
1.598,25.8279
1.599,27.5874
1.6,28.6531
1.601,30.6058
1.602,29.9835
1.603,30.5343
1.604,30.7631
1.605,31.7359
1.606,30.1194
1.607,29.6545
1.608,30.1337
1.609,29.0966
1.61,26.5718
1.611,26.1354
1.612,25.1198
1.613,24.2329
1.614,21.2431
1.615,18.7612
1.616,17.4809
1.617,15.3422
1.618,12.7816
1.619,10.7431
1.62,8.84056
1.621,6.09398
1.622,3.31879
1.623,0.836849
1.624,-1.16587
1.625,-3.33309
1.626,-5.57184
1.627,-7.20978
1.628,-9.33409
1.629,-11.1794
1.63,-13.69
1.631,-16.2649
1.632,-18.4178
1.633,-20.3991
1.634,-22.8596
1.635,-23.9754
1.636,-25.0554
1.637,-26.9723
1.638,-28.3313
1.639,-30.2625
1.64,-29.2182
1.641,-30.2052
1.642,-31.2638
1.643,-31.9791
1.644,-30.2696
1.645,-30.241
1.646,-30.3054
1.647,-30.2052
1.648,-28.2812
1.649,-27.0796
1.65,-25.7277
1.651,-25.0125
1.652,-22.1157
1.653,-20.2417
1.654,-18.3177
1.655,-15.6856
1.656,-13.9689
1.657,-11.4942
1.658,-9.12666
1.659,-5.97239
1.66,-3.19719
1.661,-0.851154
1.662,1.1158
1.663,3.32594
1.664,5.63622
1.665,7.43866
1.666,9.69887
1.667,11.5013
1.668,13.6399
1.669,15.8072
1.67,18.3821
1.671,20.1488
1.672,22.7094
1.673,24.9982
1.674,25.2271
1.675,26.9794
1.676,27.8306
1.677,30.1838
1.678,29.8834
1.679,30.477
1.68,30.4055
1.681,31.8217
1.682,30.4699
1.683,29.8548
1.684,29.6903
1.685,29.8119
1.686,26.9508
1.687,26.1068
1.688,24.9481
1.689,24.2043
1.69,21.4791
1.691,18.5323
1.692,16.9301
1.693,14.7271
1.694,12.4812
1.695,9.80616
1.696,7.49588
1.697,5.12123
1.698,2.35319
1.699,-0.329018
1.7,-2.44617
1.701,-4.90665
1.702,-6.50167
1.703,-8.45432
1.704,-11.3583
1.705,-13.2966
1.706,-16.222
1.707,-18.0316
1.708,-20.5421
1.709,-23.0813
1.71,-23.4389
1.711,-25.363
1.712,-26.9723
1.713,-28.8177
1.714,-30.0407
1.715,-29.8548
1.716,-30.005
1.717,-32.0435
1.718,-31.4212
1.719,-30.5772
1.72,-29.7332
1.721,-30.8061
1.722,-28.646
1.723,-27.7019
1.724,-26.1927
1.725,-25.2485
1.726,-23.0312
1.727,-20.349
1.728,-18.4679
1.729,-16.1719
1.73,-13.8259
1.731,-11.3511
1.732,-8.59737
1.733,-6.07967
1.734,-3.24726
1.735,-0.443459
1.736,1.79529
1.737,4.31299
1.738,6.25849
1.739,7.74622
1.74,10.643
1.741,12.4454
1.742,14.9059
1.743,17.7526
1.744,19.6981
1.745,22.3303
1.746,24.1399
1.747,24.4617
1.748,26.8292
1.749,27.8878
1.75,30.0622
1.751,29.8548
1.752,30.3769
1.753,30.5057
1.754,31.9219
1.755,30.4413
1.756,29.8405
1.757,29.676
1.758,29.5973
1.759,26.6504
1.76,25.6562
1.761,24.5118
1.762,23.5176
1.763,20.7138
1.764,17.7169
1.765,15.7499
1.766,13.5684
1.767,11.065
1.768,8.31127
1.769,5.64337
1.77,2.83241
1.771,0.143051
1.772,-1.98841
1.773,-4.54903
1.774,-6.58751
1.775,-8.73327
1.776,-11.2653
1.777,-13.8402
1.778,-15.9359
1.779,-18.8613
1.78,-21.0214
1.781,-22.5449
1.782,-23.9968
1.783,-26.1068
1.784,-27.7734
1.785,-29.7546
1.786,-29.0608
1.787,-30.1337
1.788,-31.0564
1.789,-32.2795
1.79,-30.2911
1.791,-30.2839
1.792,-30.3483
1.793,-30.005
1.794,-27.988
1.795,-26.6719
1.796,-24.9124
1.797,-23.9682
1.798,-20.6995
1.799,-18.4751
1.8,-16.4723
1.801,-13.3824
1.802,-10.9434
1.803,-8.51154
1.804,-5.51462
1.805,-2.63214
1.806,0.0715256
1.807,2.31743
1.808,4.99964
1.809,7.03812
1.81,9.0766
1.811,11.5228
1.812,14.0691
1.813,16.3507
1.814,18.7826
1.815,21.4791
1.816,23.7608
1.817,24.2043
1.818,26.1211
1.819,27.6017
1.82,30.148
1.821,29.6688
1.822,30.241
1.823,30.4127
1.824,31.9934
1.825,30.5057
1.826,29.9835
1.827,29.4757
1.828,29.1824
1.829,26.6933
1.83,25.5775
1.831,24.0469
1.832,22.8453
1.833,20.1774
1.834,17.2234
1.835,14.6341
1.836,12.567
1.837,9.69887
1.838,7.00951
1.839,4.16994
1.84,1.17302
1.841,-1.33038
1.842,-3.7837
1.843,-6.26564
1.844,-7.93934
1.845,-10.9792
1.846,-13.4468
1.847,-15.5067
1.848,-18.99
1.849,-21.4648
1.85,-22.1086
1.851,-24.0541
1.852,-25.7206
1.853,-28.3885
1.854,-29.6831
1.855,-29.6402
1.856,-30.2267
1.857,-31.3139
1.858,-31.5428
1.859,-30.992
1.86,-29.912
1.861,-30.6702
1.862,-28.9822
1.863,-27.1082
1.864,-25.599
1.865,-24.6334
1.866,-22.9025
1.867,-19.0258
1.868,-16.4723
1.869,-14.534
1.87,-11.6086
1.871,-8.79765
1.872,-6.20127
1.873,-3.0899
1.874,-0.193119
1.875,2.21014
1.876,5.07832
1.877,7.00951
1.878,8.89063
1.879,12.2452
1.88,14.6556
1.881,17.0374
1.882,19.455
1.883,22.0799
1.884,23.3746
1.885,25.1269
1.886,26.9437
1.887,28.6317
1.888,29.8977
1.889,29.8333
1.89,30.4341
1.891,31.6429
1.892,31.4283
1.893,29.8548
1.894,29.304
1.895,29.9263
1.896,27.8449
1.897,25.5704
1.898,24.0898
1.899,22.1086
1.9,21.2145
1.901,17.9815
1.902,14.8845
1.903,12.517
1.904,9.83477
1.905,6.65903
1.906,3.6478
1.907,0.729561
1.908,-1.68085
1.909,-4.39882
1.91,-6.8593
1.911,-9.08375
1.912,-11.8375
1.913,-14.0333
1.914,-16.9945
1.915,-20.1988
1.916,-21.1859
1.917,-23.4246
1.918,-25.4273
1.919,-26.9437
1.92,-29.5758
1.921,-29.161
1.922,-30.3197
1.923,-30.942
1.924,-31.8718
1.925,-30.4699
1.926,-30.6058
1.927,-30.4127
1.928,-29.583
1.929,-27.3013
1.93,-26.0925
1.931,-24.3616
1.932,-22.5949
1.933,-18.99
1.934,-16.5224
1.935,-14.0905
1.936,-11.394
1.937,-8.07524
1.938,-5.14269
1.939,-2.30312
1.94,0.536442
1.941,3.05414
1.942,5.92947
1.943,8.02517
1.944,10.7002
1.945,13.454
1.946,15.6212
1.947,18.3105
1.948,21.6079
1.949,22.7809
1.95,24.5976
1.951,26.257
1.952,27.945
1.953,30.098
1.954,29.6044
1.955,30.477
1.956,31.4355
1.957,31.7144
1.958,29.8834
1.959,29.3684
1.96,29.6688
1.961,28.1739
1.962,25.2628
1.963,23.9682
1.964,21.8582
1.965,20.7067
1.966,17.6382
1.967,14.5125
1.968,11.4441
1.969,8.84771
1.97,5.75781
1.971,2.52485
1.972,-0.429153
1.973,-2.96116
1.974,-5.89371
1.975,-7.95364
1.976,-10.3283
1.977,-13.4182
1.978,-16.0646
1.979,-19.3262
1.98,-20.4349
1.981,-22.5663
1.982,-25.2414
1.983,-27.0009
1.984,-29.3541
1.985,-28.7461
1.986,-29.9048
1.987,-30.992
1.988,-32.3653
1.989,-30.7059
1.99,-30.0908
1.991,-30.1123
1.992,-29.8047
1.993,-27.38
1.994,-25.7349
1.995,-23.7179
1.996,-22.1729
1.997,-18.5609
1.998,-15.7642
1.999,-13.0391
2,-10.5
2.001,-7.1311
2.002,-3.76225
2.003,-0.801086
2.004,1.70946
2.005,4.74215
2.006,7.41005
2.007,9.62019
2.008,12.2452
2.009,14.8773
2.01,17.5381
2.011,21.0786
2.012,22.1586
2.013,24.1971
2.014,26.1211
2.015,27.7233
2.016,29.8905
2.017,29.5544
2.018,30.4055
2.019,31.5213
2.02,31.6501
2.021,29.8619
2.022,29.4042
2.023,29.583
2.024,28.0237
2.025,24.9839
2.026,23.6249
2.027,21.4291
2.028,20.1201
2.029,16.9015
2.03,13.7186
2.031,10.3641
2.032,7.59602
2.033,4.43459
2.034,1.17302
2.035,-1.60933
2.036,-4.49896
2.037,-7.15971
2.038,-9.11951
2.039,-12.5241
2.04,-15.1849
2.041,-18.3678
2.042,-20.0415
2.043,-22.2588
2.044,-24.6191
2.045,-26.4502
2.046,-29.0895
2.047,-29.068
2.048,-29.8762
2.049,-30.8061
2.05,-32.3653
2.051,-30.3984
2.052,-30.3197
2.053,-30.3698
2.054,-29.6259
2.055,-26.9794
2.056,-25.7134
2.057,-23.4675
2.058,-21.5864
2.059,-18.096
2.06,-15.0347
2.061,-12.0664
2.062,-9.33409
2.063,-6.10828
2.064,-2.6679
2.065,0.357628
2.066,3.06845
2.067,6.2871
2.068,8.50439
2.069,10.6287
2.07,14.019
2.071,16.5153
2.072,20.1058
2.073,21.7438
2.074,23.1957
2.075,25.7134
2.076,27.2083
2.077,29.5901
2.078,29.5758
2.079,30.2124
2.08,31.1637
2.081,32.0578
2.082,29.8619
2.083,29.5901
2.084,29.2897
2.085,28.3957
2.086,24.9267
2.087,23.582
2.088,21.3933
2.089,19.5193
2.09,16.7799
2.091,13.3824
2.092,9.80616
2.093,6.70195
2.094,3.4833
2.095,0.236034
2.096,-2.42472
2.097,-5.66483
2.098,-7.93219
2.099,-10.6859
2.1,-13.9689
2.101,-16.8729
2.102,-18.6253
2.103,-21.2502
2.104,-23.7465
2.105,-25.9352
2.106,-28.4815
2.107,-28.3957
2.108,-29.9335
2.109,-30.6129
2.11,-32.0578
2.111,-30.992
2.112,-30.7488
2.113,-29.7904
2.114,-30.2482
2.115,-27.4229
2.116,-25.6133
2.117,-23.0527
2.118,-21.7867
2.119,-19.1116
2.12,-14.7057
2.121,-11.9019
2.122,-8.74758
2.123,-5.77927
2.124,-2.37465
2.125,0.786781
2.126,3.61204
2.127,6.83069
2.128,8.85487
2.129,12.0306
2.13,15.0418
2.131,18.4679
2.132,20.4492
2.133,21.8368
2.134,24.4904
2.135,26.4716
2.136,29.4471
2.137,29.2182
2.138,29.9978
2.139,30.2052
2.14,32.2223
2.141,30.899
2.142,29.8262
2.143,28.5459
2.144,29.0465
2.145,26.3143
2.146,24.1327
2.147,21.4577
2.148,19.4049
2.149,17.5524
2.15,13.6685
2.151,10.2854
2.152,6.58035
2.153,3.31163
2.154,0.0572205
2.155,-2.58207
2.156,-5.87225
2.157,-8.63314
2.158,-11.2295
2.159,-14.6699
2.16,-17.0946
2.161,-19.2833
2.162,-22.2015
2.163,-24.1542
2.164,-27.0295
2.165,-28.8463
2.166,-28.6102
2.167,-30.1337
2.168,-31.3997
2.169,-32.1507
2.17,-30.8704
2.171,-29.7761
2.172,-30.3984
2.173,-28.6245
2.174,-26.3929
2.175,-24.0183
2.176,-21.7724
2.177,-19.5408
2.178,-15.9359
2.179,-12.4311
2.18,-9.31263
2.181,-5.93662
2.182,-2.58923
2.183,0.801086
2.184,3.3617
2.185,6.67334
2.186,9.26256
2.187,11.9734
2.188,15.5926
2.189,18.1961
2.19,20.6637
2.191,22.7451
2.192,24.8694
2.193,27.0295
2.194,29.2969
2.195,29.3612
2.196,30.241
2.197,31.3354
2.198,31.8789
2.199,29.6831
2.2,29.7761
2.201,29.4542
2.202,27.6661
2.203,24.4761
2.204,23.1457
2.205,20.6637
2.206,18.2319
2.207,15.4781
2.208,11.5371
2.209,7.93934
2.21,4.27723
2.211,0.915527
2.212,-2.00987
2.213,-5.15699
2.214,-8.32558
2.215,-10.6144
2.216,-14.3194
2.217,-16.5725
2.218,-18.9471
2.219,-22.0299
2.22,-24.0469
2.221,-27.0009
2.222,-28.8033
2.223,-28.6317
2.224,-30.0622
2.225,-31.5571
2.226,-32.0077
2.227,-30.9348
2.228,-29.6903
2.229,-30.4556
2.23,-28.3957
2.231,-26.0711
2.232,-23.6535
2.233,-21.2717
2.234,-18.8899
2.235,-15.1563
2.236,-11.3654
2.237,-8.32558
2.238,-4.78506
2.239,-1.38044
2.24,1.64509
2.241,4.86374
2.242,8.14676
2.243,10.3426
2.244,14.0619
2.245,17.3664
2.246,19.269
2.247,21.6866
2.248,24.1327
2.249,26.0568
2.25,29.0895
2.251,29.0394
2.252,30.1409
2.253,30.6916
2.254,32.2366
2.255,30.3984
2.256,29.4185
2.257,29.0394
2.258,28.6031
2.259,25.2628
2.26,23.2458
2.261,20.7424
2.262,18.0888
2.263,15.8501
2.264,11.5871
2.265,7.98941
2.266,4.28438
2.267,0.61512
2.268,-2.38895
2.269,-5.85079
2.27,-8.64029
2.271,-11.2152
2.272,-14.9775
2.273,-16.6798
2.274,-19.8126
2.275,-23.0813
2.276,-24.8981
2.277,-27.988
2.278,-28.367
2.279,-29.2683
2.28,-30.6559
2.281,-32.444
2.282,-30.7846
2.283,-30.52
2.284,-29.9191
2.285,-30.0193
2.286,-26.5718
2.287,-24.8981
2.288,-22.1586
2.289,-19.8054
2.29,-17.0016
2.291,-12.7029
2.292,-9.06229
2.293,-5.85079
2.294,-2.29597
2.295,1.10865
2.296,4.19855
2.297,7.68185
2.298,9.97782
2.299,13.8116
2.3,16.8729
2.301,18.99
2.302,21.6293
2.303,24.1399
2.304,26.0639
2.305,29.1324
2.306,29.0322
2.307,30.0765
2.308,31.0922
2.309,32.0363
2.31,29.8834
2.311,29.7117
2.312,29.0895
2.313,28.0666
2.314,24.4546
2.315,22.7952
2.316,20.2489
2.317,17.1447
2.318,14.677
2.319,10.3426
2.32,6.48737
2.321,2.89679
2.322,-0.743866
2.323,-3.81947
2.324,-7.23839
2.325,-9.98497
2.326,-13.2895
2.327,-15.7642
2.328,-18.5752
2.329,-21.8868
2.33,-24.0755
2.331,-27.0081
2.332,-28.2168
2.333,-29.1181
2.334,-30.3411
2.335,-31.7574
2.336,-31.5356
2.337,-30.7417
2.338,-29.6545
2.339,-30.2196
2.34,-27.6232
2.341,-24.941
2.342,-22.13
2.343,-20.0343
2.344,-17.2377
2.345,-13.2465
2.346,-9.16958
2.347,-5.60045
2.348,-2.14577
2.349,1.15156
2.35,4.30584
2.351,7.77483
2.352,10.6001
2.353,14.6127
2.354,16.9802
2.355,19.1903
2.356,22.5019
2.357,24.519
2.358,26.9008
2.359,29.2182
2.36,29.2468
2.361,30.3984
2.362,31.6429
2.363,31.5285
2.364,29.7904
2.365,29.1395
2.366,28.8749
2.367,26.9651
2.368,23.4675
2.369,21.4791
2.37,18.7683
2.371,15.5997
2.372,12.6386
2.373,8.17537
2.374,4.2057
2.375,0.557899
2.376,-2.86818
2.377,-6.21557
2.378,-9.44853
2.379,-12.2452
2.38,-15.0347
2.381,-18.0888
2.382,-21.2717
2.383,-23.725
2.384,-26.6647
2.385,-28.0595
2.386,-28.9249
2.387,-30.2339
2.388,-31.693
2.389,-31.6072
2.39,-30.8275
2.391,-29.6617
2.392,-30.1623
2.393,-27.6375
2.394,-24.7765
2.395,-22.0084
2.396,-19.6266
2.397,-16.737
2.398,-12.9175
2.399,-8.42571
2.4,-4.83513
2.401,-1.27316
2.402,2.08855
2.403,5.47886
2.404,8.96215
2.405,12.1236
2.406,15.2206
2.407,17.9887
2.408,20.3633
2.409,23.5748
2.41,25.4488
2.411,28.6388
2.412,29.0036
2.413,29.9191
2.414,30.5557
2.415,32.5441
2.416,30.4484
2.417,29.2468
2.418,28.367
2.419,28.41
2.42,24.8909
2.421,22.2731
2.422,19.2118
2.423,16.2435
2.424,13.3181
2.425,9.39131
2.426,4.89235
2.427,1.00136
2.428,-2.21729
2.429,-5.96523
2.43,-9.47714
2.431,-11.7087
2.432,-14.8916
2.433,-18.0817
2.434,-21.3575
2.435,-23.9825
2.436,-26.8078
2.437,-27.8234
2.438,-29.2182
2.439,-30.334
2.44,-31.9719
2.441,-31.321
2.442,-30.6344
2.443,-29.676
2.444,-29.912
2.445,-26.9866
2.446,-24.1685
2.447,-21.1215
2.448,-18.7755
2.449,-15.5497
2.45,-11.7087
2.451,-7.1454
2.452,-3.3617
2.453,0.164509
2.454,3.44038
2.455,7.29561
2.456,10.6573
2.457,13.4325
2.458,16.8514
2.459,18.99
2.46,22.5091
2.461,24.6835
2.462,27.5946
2.463,28.9035
2.464,29.5329
2.465,30.1981
2.466,32.2294
2.467,31.1136
2.468,29.5615
2.469,28.3241
2.47,28.6674
2.471,25.8851
2.472,22.4662
2.473,19.7697
2.474,16.7871
2.475,13.3109
2.476,9.99212
2.477,5.46455
2.478,1.28746
2.479,-2.2459
2.48,-6.00815
2.481,-9.43422
2.482,-11.5299
2.483,-15.2707
2.484,-18.4393
2.485,-21.5507
2.486,-24.4546
2.487,-27.1797
2.488,-27.8234
2.489,-29.5329
2.49,-30.5414
2.491,-32.351
2.492,-30.5915
2.493,-30.3698
2.494,-29.8548
2.495,-29.5758
2.496,-25.6777
2.497,-23.3531
2.498,-20.1917
2.499,-17.7312
2.5,-14.1191
2.501,-9.99212
2.502,-5.49316
2.503,-1.48058
2.504,1.78814
2.505,5.53608
2.506,9.42707
2.507,12.0091
2.508,15.2707
2.509,17.9887
2.51,21.4434
2.511,23.9897
2.512,26.5002
2.513,28.7461
2.514,29.2325
2.515,30.2267
2.516,31.6501
2.517,31.6072
2.518,29.633
2.519,29.0322
2.52,28.46
2.521,26.4287
2.522,22.7094
2.523,20.4277
2.524,17.2591
2.525,13.411
2.526,10.0565
2.527,5.97239
2.528,1.4019
2.529,-2.27451
2.53,-6.12259
2.531,-9.31978
2.532,-11.6658
2.533,-15.7499
2.534,-18.9328
2.535,-21.6651
2.536,-24.9767
2.537,-27.4801
2.538,-27.945
2.539,-29.8977
2.54,-30.6773
2.541,-32.2008
2.542,-30.8275
2.543,-30.0407
2.544,-29.7403
2.545,-28.7533
2.546,-25.1055
2.547,-22.409
2.548,-18.8041
2.549,-16.3794
2.55,-12.5527
2.551,-8.2612
2.552,-3.74794
2.553,0.157356
2.554,3.52621
2.555,7.8249
2.556,10.829
2.557,13.5541
2.558,17.1447
2.559,19.9556
2.56,22.9955
2.561,25.4774
2.562,28.3241
2.563,29.0108
2.564,29.9978
2.565,31.0993
2.566,32.0363
2.567,29.6831
2.568,29.5258
2.569,28.5459
2.57,26.9651
2.571,23.21
2.572,21.0571
2.573,17.8242
2.574,13.9117
2.575,10.1209
2.576,6.31571
2.577,1.75238
2.578,-2.04563
2.579,-6.02961
2.58,-9.21965
2.581,-11.8661
2.582,-15.9931
2.583,-19.3262
2.584,-21.708
2.585,-25.4846
2.586,-27.3514
2.587,-28.1811
2.588,-30.1123
2.589,-31.178
2.59,-31.9433
2.591,-30.5343
2.592,-29.8548
2.593,-30.0407
2.594,-27.6017
2.595,-24.1041
2.596,-21.6293
2.597,-18.0101
2.598,-15.0061
2.599,-11.0793
2.6,-6.65903
2.601,-2.13861
2.602,1.65939
2.603,5.36442
2.604,9.3627
2.605,11.8661
2.606,15.5568
2.607,18.5966
2.608,21.6794
2.609,24.4832
2.61,27.6518
2.611,28.5101
2.612,29.7546
2.613,30.1552
2.614,32.3653
2.615,30.8561
2.616,29.2468
2.617,28.0094
2.618,28.1882
2.619,24.9052
2.62,21.2359
2.621,18.0817
2.622,14.77
2.623,10.6645
2.624,6.845
2.625,2.55346
2.626,-1.45912
2.627,-5.22137
2.628,-8.97646
2.629,-11.9662
2.63,-15.614
2.631,-19.4693
2.632,-21.708
2.633,-25.599
2.634,-27.1797
2.635,-28.317
2.636,-30.1623
2.637,-31.2781
2.638,-31.8003
2.639,-30.7989
2.64,-29.5186
2.641,-29.7976
2.642,-27.2012
2.643,-23.7608
2.644,-20.8068
2.645,-17.066
2.646,-14.0476
2.647,-9.88483
2.648,-5.55038
2.649,-0.92268
2.65,2.95401
2.651,6.98805
2.652,10.1566
2.653,13.3252
2.654,16.737
2.655,20.2632
2.656,22.7809
2.657,25.8851
2.658,28.3313
2.659,28.9679
2.66,30.1337
2.661,31.1422
2.662,32.3725
2.663,29.7117
2.664,28.5029
2.665,28.0166
2.666,26.4931
2.667,22.4948
2.668,19.4335
2.669,15.614
2.67,12.0664
2.671,7.83205
2.672,3.80516
2.673,-0.536442
2.674,-4.24147
2.675,-8.17537
2.676,-11.5085
2.677,-14.8773
2.678,-19.0187
2.679,-21.2789
2.68,-25.1412
2.681,-27.194
2.682,-28.0452
2.683,-30.0479
2.684,-31.4069
2.685,-31.6644
2.686,-30.5486
2.687,-29.7189
2.688,-29.8905
2.689,-27.0581
2.69,-23.3603
2.691,-20.8068
2.692,-16.8657
2.693,-13.6971
2.694,-9.34124
2.695,-4.91381
2.696,-0.407696
2.697,3.51906
2.698,7.68185
2.699,10.879
2.7,14.0548
2.701,17.5166
2.702,20.9284
2.703,23.6678
2.704,27.3085
2.705,28.2383
2.706,29.633
2.707,30.3054
2.708,31.7073
2.709,31.0063
2.71,29.4685
2.711,28.367
2.712,27.8521
2.713,24.5833
2.714,20.7639
2.715,17.6454
2.716,14.1549
2.717,9.90629
2.718,5.56469
2.719,1.28746
2.72,-2.66075
2.721,-6.60181
2.722,-10.4356
2.723,-13.4754
2.724,-17.5524
2.725,-20.349
2.726,-24.1613
2.727,-27.2799
2.728,-27.4229
2.729,-29.3469
2.73,-30.8704
2.731,-32.0363
2.732,-30.9777
2.733,-30.1409
2.734,-29.2253
2.735,-27.8664
2.736,-24.2329
2.737,-21.2932
2.738,-17.0732
2.739,-13.8474
2.74,-9.52005
2.741,-5.14269
2.742,-0.686646
2.743,3.25441
2.744,7.43151
2.745,11.1079
2.746,14.0834
2.747,18.0316
2.748,20.7925
2.749,23.9182
2.75,27.9236
2.751,28.1453
2.752,29.4971
2.753,30.3054
2.754,32.3367
2.755,30.477
2.756,29.4113
2.757,27.8592
2.758,27.2942
2.759,23.7036
2.76,20.3848
2.761,16.7871
2.762,12.8531
2.763,8.46863
2.764,4.08411
2.765,-0.114441
2.766,-3.82662
2.767,-8.18968
2.768,-11.7302
2.769,-15.1777
2.77,-19.1689
2.771,-21.9798
2.772,-25.7063
2.773,-26.8507
2.774,-28.5101
2.775,-30.241
2.776,-31.8289
2.777,-31.2424
2.778,-30.6273
2.779,-29.2253
2.78,-29.3183
2.781,-25.5775
2.782,-22.2015
2.783,-18.94
2.784,-14.6985
2.785,-11.4512
2.786,-6.77347
2.787,-2.17438
2.788,2.05994
2.789,6.05106
2.79,10.314
2.791,13.0892
2.792,17.1304
2.793,20.5779
2.794,23.1528
2.795,27.1368
2.796,28.0738
2.797,29.49
2.798,30.3912
2.799,31.6358
2.8,30.8275
2.801,29.4757
2.802,28.1239
2.803,27.5731
2.804,24.0326
2.805,20.0272
2.806,16.9015
2.807,12.8531
2.808,8.44717
2.809,4.03404
2.81,-0.286102
2.811,-4.04119
2.812,-8.56876
2.813,-11.9591
2.814,-15.4924
2.815,-19.2833
2.816,-22.6808
2.817,-26.4573
2.818,-27.1511
2.819,-28.6102
2.82,-30.4842
2.821,-32.2223
2.822,-30.9134
2.823,-30.6201
2.824,-29.0608
2.825,-28.3456
2.826,-24.5476
2.827,-21.2646
2.828,-17.4594
2.829,-13.4325
2.83,-9.50575
2.831,-4.73499
2.832,-0.264645
2.833,3.64065
2.834,8.17537
2.835,11.8303
2.836,14.8916
2.837,19.2261
2.838,21.7295
2.839,25.4774
2.84,28.2097
2.841,28.2025
2.842,30.098
2.843,31.4713
2.844,31.7645
2.845,29.633
2.846,28.6746
2.847,27.3728
2.848,25.3916
2.849,21.3218
2.85,18.0602
2.851,13.8187
2.852,9.67026
2.853,5.04971
2.854,0.543594
2.855,-3.3617
2.856,-7.8249
2.857,-11.5013
2.858,-15.0847
2.859,-18.9114
2.86,-22.3231
2.861,-25.7778
2.862,-26.9866
2.863,-28.8749
2.864,-30.3984
2.865,-31.9648
2.866,-30.8204
2.867,-30.6702
2.868,-28.9893
2.869,-28.2669
2.87,-24.2186
2.871,-20.9069
2.872,-17.1876
2.873,-12.846
2.874,-9.00507
2.875,-4.22716
2.876,0.479221
2.877,4.63486
2.878,9.3627
2.879,12.4025
2.88,16.458
2.881,19.927
2.882,22.6378
2.883,27.144
2.884,27.8735
2.885,29.0966
2.886,30.2625
2.887,32.1651
2.888,30.57
2.889,29.5472
2.89,27.7877
2.891,27.101
2.892,23.5605
2.893,19.5122
2.894,16.1505
2.895,11.5228
2.896,7.30991
2.897,2.76804
2.898,-1.6737
2.899,-5.77927
2.9,-10.2139
2.901,-13.5827
2.902,-17.7741
2.903,-21.1573
2.904,-24.5404
2.905,-26.6218
2.906,-28.3384
2.907,-29.9335
2.908,-31.9076
2.909,-30.9634
2.91,-30.7059
2.911,-29.6259
2.912,-28.7032
2.913,-25.0983
2.914,-21.5578
2.915,-18.3964
2.916,-13.6685
2.917,-9.53436
2.918,-4.94957
2.919,-0.228882
2.92,3.97682
2.921,8.6689
2.922,11.8947
2.923,15.7857
2.924,19.5909
2.925,22.5949
2.926,26.8364
2.927,27.8878
2.928,28.9035
2.929,30.3483
2.93,32.1364
2.931,30.5343
2.932,29.4471
2.933,27.8163
2.934,26.8865
2.935,23.5605
2.936,19.1975
2.937,15.893
2.938,11.1222
2.939,6.81639
2.94,1.98841
2.941,-2.36034
2.942,-6.65188
2.943,-10.6359
2.944,-14.441
2.945,-18.1603
2.946,-22.0442
2.947,-25.3344
2.948,-26.8149
2.949,-28.8177
2.95,-30.3268
2.951,-32.115
2.952,-30.9134
2.953,-30.2768
2.954,-28.9178
2.955,-28.2454
2.956,-24.0326
2.957,-20.0772
2.958,-16.3507
2.959,-11.8375
2.96,-7.80344
2.961,-3.13997
2.962,1.60933
2.963,5.91516
2.964,10.2067
2.965,13.5255
2.966,18.0531
2.967,21.2717
2.968,24.4403
