time (s),velocity (rpm)
0.0000000000,0.0143051147
0.0010000000,-0.0071525574
0.0020000000,0.0000000000
0.0030000000,0.0000000000
0.0040000000,-0.0071525574
0.0050000000,-0.0071525574
0.0060000000,0.0000000000
0.0070000000,0.0429153442
0.0080000000,-0.0143051147
0.0090000000,-0.0214576721
0.0100000000,0.0286102295
0.0110000000,-0.0071525574
0.0120000000,0.0071525574
0.0130000000,0.0286102295
0.0140000000,0.0143051147
0.0150000000,0.0643730164
0.0160000000,0.0357627869
0.0170000000,0.0572204590
0.0180000000,0.0572204590
0.0190000000,0.0858306885
0.0200000000,0.0929832458
0.0210000000,0.0786781311
0.0220000000,0.0858306885
0.0230000000,0.1215934753
0.0240000000,0.1358985901
0.0250000000,0.1215934753
0.0260000000,0.1788139343
0.0270000000,0.1358985901
0.0280000000,0.1645088196
0.0290000000,0.2145767212
0.0300000000,0.2145767212
0.0310000000,0.2217292786
0.0320000000,0.2217292786
0.0330000000,0.2789497375
0.0340000000,0.2861022949
0.0350000000,0.3147125244
0.0360000000,0.3719329834
0.0370000000,0.3361701965
0.0380000000,0.4076957703
0.0390000000,0.3862380981
0.0400000000,0.4148483276
0.0410000000,0.5149841309
0.0420000000,0.5006790161
0.0430000000,0.6079673767
0.0440000000,0.6079673767
0.0450000000,0.6723403931
0.0460000000,0.7510185242
0.0470000000,0.7796287537
0.0480000000,0.9012222290
0.0490000000,0.9655952454
0.0500000000,1.0728836060
0.0510000000,1.1587142944
0.0520000000,1.3089179993
0.0530000000,1.4162063599
0.0540000000,1.6093254089
0.0550000000,1.7666816711
0.0560000000,1.8668174744
0.0570000000,2.0384788513
0.0580000000,2.1743774414
0.0590000000,2.3603439331
0.0600000000,2.4747848511
0.0610000000,2.6178359985
0.0620000000,2.9110908508
0.0630000000,3.0469894409
0.0640000000,3.2472610474
0.0650000000,3.3760070801
0.0660000000,3.5977363586
0.0670000000,3.6191940308
0.0680000000,3.7765502930
0.0690000000,3.8480758667
0.0700000000,4.0268898010
0.0710000000,4.2486190796
0.0720000000,4.5633316040
0.0730000000,4.6920776367
0.0740000000,4.7636032104
0.0750000000,4.9853324890
0.0760000000,5.2428245544
0.0770000000,5.6576728821
0.0780000000,5.9008598328
0.0790000000,6.0081481934
0.0800000000,6.0939788818
0.0810000000,6.0081481934
0.0820000000,6.2584877014
0.0830000000,6.5732002258
0.0840000000,6.6375732422
0.0850000000,6.8879127502
0.0860000000,7.4601173401
0.0870000000,7.9894065857
0.0880000000,7.9107284546
0.0890000000,7.6031684875
0.0900000000,7.7462196350
0.0910000000,8.0394744873
0.0920000000,8.0466270447
0.0930000000,8.3613395691
0.0940000000,8.9335441589
0.0950000000,9.0408325195
0.0960000000,8.7761878967
0.0970000000,8.8477134705
0.0980000000,9.1981887817
0.0990000000,9.2554092407
0.1000000000,9.7918510437
0.1010000000,10.3998184204
0.1020000000,10.0350379944
0.1030000000,10.1423263550
