time (s),velocity (rpm)
0.0000000000,0.0429153442
0.0010000000,0.0429153442
0.0020000000,-0.0357627869
0.0030000000,-0.0357627869
0.0040000000,0.0572204590
0.0050000000,0.0214576721
0.0060000000,-0.0643730164
0.0070000000,0.0214576721
0.0080000000,0.0357627869
0.0090000000,0.0071525574
0.0100000000,-0.0572204590
0.0110000000,0.0572204590
0.0120000000,0.0286102295
0.0130000000,-0.0143051147
0.0140000000,-0.0357627869
0.0150000000,0.0572204590
0.0160000000,0.0143051147
0.0170000000,-0.0143051147
0.0180000000,-0.0214576721
0.0190000000,0.0429153442
0.0200000000,0.0214576721
0.0210000000,-0.0214576721
0.0220000000,0.0000000000
0.0230000000,0.0429153442
0.0240000000,0.0071525574
0.0250000000,0.0143051147
0.0260000000,0.0500679016
0.0270000000,0.0500679016
0.0280000000,0.0500679016
0.0290000000,0.0786781311
0.0300000000,0.0643730164
0.0310000000,0.1001358032
0.0320000000,0.1215934753
0.0330000000,0.0786781311
0.0340000000,0.1001358032
0.0350000000,0.1144409180
0.0360000000,0.1287460327
0.0370000000,0.1072883606
0.0380000000,0.1358985901
0.0390000000,0.1502037048
0.0400000000,0.1931190491
0.0410000000,0.1716613770
0.0420000000,0.2002716064
0.0430000000,0.2217292786
0.0440000000,0.2288818359
0.0450000000,0.2431869507
0.0460000000,0.2503395081
0.0470000000,0.2932548523
0.0480000000,0.3147125244
0.0490000000,0.3433227539
0.0500000000,0.3361701965
0.0510000000,0.3933906555
0.0520000000,0.3790855408
0.0530000000,0.4220008850
0.0540000000,0.4792213440
0.0550000000,0.5364418030
0.0560000000,0.5292892456
0.0570000000,0.6437301636
0.0580000000,0.6365776062
0.0590000000,0.7510185242
0.0600000000,0.7581710815
0.0610000000,0.8368492126
0.0620000000,0.8940696716
0.0630000000,1.0728836060
0.0640000000,1.1587142944
0.0650000000,1.2445449829
0.0660000000,1.4233589172
0.0670000000,1.5449523926
0.0680000000,1.6665458679
0.0690000000,1.7738342285
0.0700000000,1.9240379333
0.0710000000,2.0241737366
0.0720000000,2.1457672119
0.0730000000,2.2244453430
0.0740000000,2.3317337036
0.0750000000,2.4247169495
0.0760000000,2.5463104248
0.0770000000,2.5820732117
0.0780000000,2.7608871460
0.0790000000,2.8467178345
0.0800000000,3.0326843262
0.0810000000,3.1328201294
0.0820000000,3.2758712769
0.0830000000,3.2687187195
0.0840000000,3.3330917358
0.0850000000,3.4761428833
0.0860000000,3.6048889160
0.0870000000,3.7121772766
0.0880000000,3.9124488831
0.0890000000,4.0555000305
0.0900000000,4.1913986206
0.0910000000,4.2128562927
0.0920000000,4.1699409485
0.0930000000,4.2343139648
0.0940000000,4.2414665222
0.0950000000,4.4775009155
0.0960000000,4.6634674072
0.0970000000,4.7421455383
0.0980000000,4.6920776367
0.0990000000,4.8351287842
0.1000000000,4.9424171448
0.1010000000,5.2213668823
0.1020000000,5.4216384888
0.1030000000,5.5861473083
0.1040000000,5.6362152100
0.1050000000,5.5789947510
0.1060000000,5.7220458984
0.1070000000,5.9223175049
0.1080000000,6.1726570129
0.1090000000,6.1297416687
0.1100000000,6.1368942261
0.1110000000,6.5016746521
0.1120000000,6.7234039307
0.1130000000,6.9451332092
0.1140000000,6.8449974060
0.1150000000,6.8593025208
0.1160000000,7.1597099304
0.1170000000,7.1883201599
0.1180000000,7.0738792419
0.1190000000,7.1525573730
0.1200000000,7.5888633728
0.1210000000,7.9035758972
0.1220000000,8.0466270447
0.1230000000,7.8964233398
0.1240000000,8.2182884216
0.1250000000,8.1968307495
0.1260000000,8.2969665527
0.1270000000,8.7761878967
0.1280000000,9.1052055359
0.1290000000,8.8262557983
0.1300000000,8.7761878967
0.1310000000,9.0980529785
0.1320000000,8.9049339294
0.1330000000,9.0336799622
0.1340000000,9.5200538635
0.1350000000,9.7560882568
0.1360000000,9.6058845520
0.1370000000,9.9492073059
0.1380000000,9.8562240601
0.1390000000,10.3211402893
0.1400000000,11.0220909119
0.1410000000,10.7002258301
0.1420000000,10.1709365845
0.1430000000,10.3926658630
0.1440000000,10.2710723877
0.1450000000,10.9076499939
0.1460000000,11.2080574036
0.1470000000,10.9934806824
0.1480000000,11.2938880920
0.1490000000,11.2938880920
0.1500000000,11.8160247803
0.1510000000,12.4883651733
0.1520000000,11.9733810425
0.1530000000,12.0592117310
0.1540000000,11.7802619934
0.1550000000,12.1307373047
0.1560000000,12.8102302551
0.1570000000,12.6528739929
0.1580000000,13.0891799927
0.1590000000,12.9961967468
0.1600000000,13.7829780579
0.1610000000,13.7829780579
0.1620000000,13.9546394348
0.1630000000,13.3967399597
0.1640000000,13.5111808777
0.1650000000,14.3122673035
0.1660000000,14.2836570740
0.1670000000,14.4982337952
0.1680000000,15.0918960571
0.1690000000,15.5210494995
0.1700000000,15.0132179260
0.1710000000,14.6555900574
0.1720000000,15.0990486145
0.1730000000,15.4209136963
0.1740000000,15.4852867126
0.1750000000,15.6068801880
0.1760000000,17.2019004822
0.1770000000,16.3078308105
0.1780000000,15.8429145813
0.1790000000,16.1504745483
0.1800000000,16.7655944824
0.1810000000,16.5152549744
0.1820000000,16.8585777283
0.1830000000,18.1102752686
0.1840000000,17.5452232361
0.1850000000,17.1518325806
0.1860000000,17.2448158264
0.1870000000,17.6525115967
0.1880000000,17.8599357605
0.1890000000,18.1818008423
