time (s),velocity (rpm)
0.0000000000,0.0214576721
0.0010000000,-0.0500679016
0.0020000000,0.0214576721
0.0030000000,0.0143051147
0.0040000000,-0.0286102295
0.0050000000,-0.0286102295
0.0060000000,0.0643730164
0.0070000000,0.0000000000
0.0080000000,0.0214576721
0.0090000000,0.0000000000
0.0100000000,0.0214576721
0.0110000000,0.0429153442
0.0120000000,0.0286102295
0.0130000000,0.0500679016
0.0140000000,0.0143051147
0.0150000000,0.0572204590
0.0160000000,0.0572204590
0.0170000000,0.0786781311
0.0180000000,0.1072883606
0.0190000000,0.0786781311
0.0200000000,0.1358985901
0.0210000000,0.0929832458
0.0220000000,0.1144409180
0.0230000000,0.1358985901
0.0240000000,0.1430511475
0.0250000000,0.1788139343
0.0260000000,0.1502037048
0.0270000000,0.1645088196
0.0280000000,0.2145767212
0.0290000000,0.2646446228
0.0300000000,0.2217292786
0.0310000000,0.2717971802
0.0320000000,0.3719329834
0.0330000000,0.3218650818
0.0340000000,0.4220008850
0.0350000000,0.4577636719
0.0360000000,0.5364418030
0.0370000000,0.6508827209
0.0380000000,0.6294250488
0.0390000000,0.7367134094
0.0400000000,0.8296966553
0.0410000000,0.9441375732
0.0420000000,1.0371208191
0.0430000000,1.1515617371
0.0440000000,1.3446807861
0.0450000000,1.5449523926
0.0460000000,1.7452239990
0.0470000000,1.9454956055
0.0480000000,2.1171569824
0.0490000000,2.3388862610
0.0500000000,2.5248527527
0.0510000000,2.7251243591
0.0520000000,2.9897689819
0.0530000000,3.2258033752
0.0540000000,3.5405158997
0.0550000000,3.8194656372
0.0560000000,4.0626525879
0.0570000000,4.3272972107
0.0580000000,4.4202804565
0.0590000000,4.5275688171
0.0600000000,4.5847892761
0.0610000000,4.8494338989
0.0620000000,5.0926208496
0.0630000000,5.3215026855
0.0640000000,5.3858757019
0.0650000000,5.5503845215
0.0660000000,5.7363510132
0.0670000000,6.2012672424
0.0680000000,6.5088272095
0.0690000000,6.6518783569
0.0700000000,6.6947937012
0.0710000000,6.8235397339
0.0720000000,7.1811676025
0.0730000000,7.3885917664
0.0740000000,7.4815750122
0.0750000000,8.0108642578
0.0760000000,8.5616111755
0.0770000000,8.5687637329
0.0780000000,8.3971023560
0.0790000000,8.7118148804
0.0800000000,8.9335441589
0.0810000000,8.9764595032
0.0820000000,9.6917152405
0.0830000000,10.2925300598
0.0840000000,10.3139877319
0.0850000000,10.4856491089
0.0860000000,10.7574462891
0.0870000000,11.0149383545
0.0880000000,11.9090080261
0.0890000000,11.9733810425
0.0900000000,11.8803977966
0.0910000000,12.0449066162
0.0920000000,12.1521949768
0.0930000000,12.8889083862
0.0940000000,13.0176544189
0.0950000000,13.2608413696
0.0960000000,13.2608413696
0.0970000000,14.1477584839
0.0980000000,14.5983695984
0.0990000000,14.2765045166
0.1000000000,14.2049789429
0.1010000000,14.5840644836
0.1020000000,15.1777267456
0.1030000000,15.1705741882
0.1040000000,15.3994560242
0.1050000000,16.5295600891
0.1060000000,16.5152549744
0.1070000000,16.3650512695
0.1080000000,15.9716606140
0.1090000000,17.0731544495
0.1100000000,17.2305107117
0.1110000000,17.5952911377
0.1120000000,18.7182426453
0.1130000000,18.5465812683
0.1140000000,18.2890892029
0.1150000000,18.3892250061
0.1160000000,19.3476676941
0.1170000000,19.4334983826
0.1180000000,20.2131271362
0.1190000000,20.8640098572
0.1200000000,20.5206871033
0.1210000000,20.5850601196
0.1220000000,20.7495689392
0.1230000000,21.0428237915
0.1240000000,22.8166580200
0.1250000000,22.6020812988
0.1260000000,21.9726562500
0.1270000000,22.4375724792
0.1280000000,23.1957435608
0.1290000000,24.6405601501
0.1300000000,24.3258476257
0.1310000000,23.5390663147
0.1320000000,24.5189666748
0.1330000000,25.2413749695
0.1340000000,26.7648696899
0.1350000000,25.7921218872
0.1360000000,25.7992744446
0.1370000000,26.5860557556
0.1380000000,27.6231765747
0.1390000000,28.2168388367
0.1400000000,27.3656845093
0.1410000000,27.8735160828
0.1420000000,28.5887718201
0.1430000000,29.9549102783
0.1440000000,28.9106369019
0.1450000000,29.2968750000
0.1460000000,30.3983688354
0.1470000000,30.9491157532
0.1480000000,30.3840637207
0.1490000000,31.0778617859
0.1500000000,32.1364402771
0.1510000000,32.0291519165
0.1520000000,31.8932533264
0.1530000000,32.2222709656
0.1540000000,34.2750549316
0.1550000000,33.0948829651
0.1560000000,33.0162048340
0.1570000000,34.5253944397
0.1580000000,35.2406501770
0.1590000000,34.1248512268
0.1600000000,34.5039367676
0.1610000000,36.4780426025
0.1620000000,35.3407859802
0.1630000000,35.8200073242
0.1640000000,37.0860099792
0.1650000000,36.4494323730
0.1660000000,36.7999076843
0.1670000000,38.0086898804
0.1680000000,37.9014015198
0.1690000000,37.6224517822
0.1700000000,39.1030311584
0.1710000000,39.0529632568
0.1720000000,38.6738777161
0.1730000000,40.1902198792
0.1740000000,39.6251678467
0.1750000000,39.9184226990
0.1760000000,41.1772727966
0.1770000000,40.5049324036
0.1780000000,40.7195091248
0.1790000000,42.2859191895
0.1800000000,41.8210029602
0.1810000000,41.0413742065
0.1820000000,43.7951087952
0.1830000000,42.4647331238
0.1840000000,42.6435470581
0.1850000000,43.8952445984
0.1860000000,43.3087348938
0.1870000000,44.5604324341
0.1880000000,43.9739227295
0.1890000000,44.0239906311
0.1900000000,45.9909439087
0.1910000000,44.2600250244
0.1920000000,45.7191467285
0.1930000000,45.3829765320
0.1940000000,45.6905364990
0.1950000000,46.7848777771
0.1960000000,46.3056564331
0.1970000000,45.8908081055
0.1980000000,47.2497940063
0.1990000000,47.1854209900
0.2000000000,47.6717948914
0.2010000000,47.2640991211
0.2020000000,47.4429130554
0.2030000000,48.4800338745
0.2040000000,48.1939315796
0.2050000000,49.6530532837
0.2060000000,48.1653213501
0.2070000000,49.8890876770
0.2080000000,48.9950180054
0.2090000000,49.1166114807
0.2100000000,50.6114959717
0.2110000000,49.3669509888
0.2120000000,50.2753257751
0.2130000000,49.3669509888
0.2140000000,49.6888160706
0.2150000000,49.6244430542
0.2160000000,49.5600700378
0.2170000000,50.4112243652
0.2180000000,49.0593910217
0.2190000000,50.6472587585
0.2200000000,49.1881370544
0.2210000000,49.9176979065
0.2220000000,49.7674942017
0.2230000000,49.4313240051
0.2240000000,51.1908531189
0.2250000000,49.3526458740
0.2260000000,50.1179695129
0.2270000000,50.1894950867
0.2280000000,49.8175621033
0.2290000000,50.3396987915
0.2300000000,49.1309165955
0.2310000000,51.1550903320
0.2320000000,49.2024421692
0.2330000000,50.2252578735
0.2340000000,49.2668151855
0.2350000000,49.6602058411
0.2360000000,49.5815277100
0.2370000000,48.9735603333
0.2380000000,50.3253936768
0.2390000000,48.1581687927
0.2400000000,49.7031211853
0.2410000000,48.6087799072
0.2420000000,47.8291511536
0.2430000000,49.3526458740
0.2440000000,47.9364395142
0.2450000000,48.5229492188
0.2460000000,47.5502014160
0.2470000000,47.0995903015
0.2480000000,48.2010841370
0.2490000000,46.5559959412
0.2500000000,47.6145744324
0.2510000000,46.2985038757
0.2520000000,45.7763671875
0.2530000000,47.1711158752
0.2540000000,45.4187393188
0.2550000000,45.6261634827
0.2560000000,45.1970100403
0.2570000000,43.8308715820
0.2580000000,45.3972816467
0.2590000000,43.2157516479
0.2600000000,44.0382957458
0.2610000000,43.3802604675
0.2620000000,42.8724288940
0.2630000000,43.0727005005
0.2640000000,42.5505638123
0.2650000000,41.1629676819
0.2660000000,42.2644615173
0.2670000000,41.0056114197
0.2680000000,39.6323204041
0.2690000000,41.0842895508
0.2700000000,38.7668609619
0.2710000000,38.3305549622
0.2720000000,39.3176078796
0.2730000000,36.8714332581
0.2740000000,36.3779067993
0.2750000000,36.8785858154
0.2760000000,35.1476669312
0.2770000000,34.8472595215
0.2780000000,34.6469879150
0.2790000000,33.4954261780
0.2800000000,32.6085090637
0.2810000000,31.9647789001
0.2820000000,32.9446792603
0.2830000000,30.5914878845
0.2840000000,29.7546386719
0.2850000000,29.5901298523
0.2860000000,30.0908088684
0.2870000000,27.7733802795
0.2880000000,27.0795822144
0.2890000000,26.4072418213
0.2900000000,26.7434120178
0.2910000000,24.9910354614
0.2920000000,24.1255760193
0.2930000000,23.4603881836
0.2940000000,22.5377082825
0.2950000000,22.4590301514
0.2960000000,20.9355354309
0.2970000000,19.8411941528
0.2980000000,19.2832946777
0.2990000000,18.3176994324
0.3000000000,17.6095962524
0.3010000000,17.4808502197
0.3020000000,15.9430503845
0.3030000000,14.4982337952
0.3040000000,14.0118598938
0.3050000000,13.0391120911
0.3060000000,11.7802619934
0.3070000000,11.0793113708
0.3080000000,10.1208686829
0.3090000000,9.7346305847
0.3100000000,8.8262557983
0.3110000000,7.4887275696
0.3120000000,6.3729286194
0.3130000000,5.4287910461
0.3140000000,4.5490264893
0.3150000000,3.4403800964
0.3160000000,2.5105476379
0.3170000000,1.5950202942
0.3180000000,0.6222724915
0.3190000000,-0.1502037048
0.3200000000,-0.7224082947
0.3210000000,-1.1587142944
0.3220000000,-1.3661384583
0.3230000000,-1.6450881958
0.3240000000,-2.1314620972
0.3250000000,-2.6106834412
0.3260000000,-3.4403800964
0.3270000000,-4.4274330139
0.3280000000,-5.5289268494
0.3290000000,-7.0166587830
0.3300000000,-8.4400177002
0.3310000000,-9.6416473389
0.3320000000,-10.3497505188
0.3330000000,-11.6944313049
0.3340000000,-12.9675865173
0.3350000000,-14.5769119263
0.3360000000,-15.5496597290
0.3370000000,-16.9944763184
0.3380000000,-18.2962417603
