time (s),velocity (rpm)
0.0000000000,0.0000000000
0.0010000000,0.0015707963
0.0020000000,0.0062831853
0.0030000000,0.0141371668
0.0040000000,0.0251327402
0.0050000000,0.0392699041
0.0060000000,0.0565486557
0.0070000000,0.0769689896
0.0080000000,0.1005308972
0.0090000000,0.1272343652
0.0100000000,0.1570793743
0.0110000000,0.1900658978
0.0120000000,0.2261938995
0.0130000000,0.2654633321
0.0140000000,0.3078741345
0.0150000000,0.3534262304
0.0160000000,0.4021195247
0.0170000000,0.4539539017
0.0180000000,0.5089292217
0.0190000000,0.5670453181
0.0200000000,0.6283019942
0.0210000000,0.6926990196
0.0220000000,0.7602361268
0.0230000000,0.8309130071
0.0240000000,0.9047293068
0.0250000000,0.9816846230
0.0260000000,1.0617784993
0.0270000000,1.1450104210
0.0280000000,1.2313798104
0.0290000000,1.3208860224
0.0300000000,1.4135283385
0.0310000000,1.5093059623
0.0320000000,1.6082180135
0.0330000000,1.7102635226
0.0340000000,1.8154414248
0.0350000000,1.9237505541
0.0360000000,2.0351896368
0.0370000000,2.1497572858
0.0380000000,2.2674519932
0.0390000000,2.3882721240
0.0400000000,2.5122159090
0.0410000000,2.6392814378
0.0420000000,2.7694666513
0.0430000000,2.9027693344
0.0440000000,3.0391871081
0.0450000000,3.1787174221
0.0460000000,3.3213575461
0.0470000000,3.4671045621
0.0480000000,3.6159553557
0.0490000000,3.7679066081
0.0500000000,3.9229547864
0.0510000000,4.0810961356
0.0520000000,4.2423266689
0.0530000000,4.4066421589
0.0540000000,4.5740381277
0.0550000000,4.7445098376
0.0560000000,4.9180522811
0.0570000000,5.0946601714
0.0580000000,5.2743279315
0.0590000000,5.4570496847
0.0600000000,5.6428192437
0.0610000000,5.8316300999
0.0620000000,6.0234754131
0.0630000000,6.2183480000
0.0640000000,6.4162403235
0.0650000000,6.6171444814
0.0660000000,6.8210521945
0.0670000000,7.0279547958
0.0680000000,7.2378432181
0.0690000000,7.4507079827
0.0700000000,7.6665391868
0.0710000000,7.8853264919
0.0720000000,8.1070591110
0.0730000000,8.3317257964
0.0740000000,8.5593148273
0.0750000000,8.7898139967
0.0760000000,9.0232105988
0.0770000000,9.2594914158
0.0780000000,9.4986427051
0.0790000000,9.7406501858
0.0800000000,9.9854990257
0.0810000000,10.2331738273
0.0820000000,10.4836586147
0.0830000000,10.7369368198
0.0840000000,10.9929912682
0.0850000000,11.2518041658
0.0860000000,11.5133570846
0.0870000000,11.7776309486
0.0880000000,12.0446060195
0.0890000000,12.3142618829
0.0900000000,12.5865774334
0.0910000000,12.8615308607
0.0920000000,13.1390996349
0.0930000000,13.4192604919
0.0940000000,13.7019894191
0.0950000000,13.9872616405
0.0960000000,14.2750516022
0.0970000000,14.5653329576
0.0980000000,14.8580785524
0.0990000000,15.1532604106
0.1000000000,15.4508497187
0.1010000000,15.7508168117
0.1020000000,16.0531311578
0.1030000000,16.3577613437
0.1040000000,16.6646750600
0.1050000000,16.9738390861
0.1060000000,17.2852192756
0.1070000000,17.5987805416
0.1080000000,17.9144868418
0.1090000000,18.2323011642
0.1100000000,18.5521855119
0.1110000000,18.8741008892
0.1120000000,19.1980072869
0.1130000000,19.5238636678
0.1140000000,19.8516279526
0.1150000000,20.1812570055
0.1160000000,20.5127066203
0.1170000000,20.8459315065
0.1180000000,21.1808852753
0.1190000000,21.5175204260
0.1200000000,21.8557883325
0.1210000000,22.1956392300
0.1220000000,22.5370222016
0.1230000000,22.8798851654
0.1240000000,23.2241748620
0.1250000000,23.5698368413
0.1260000000,23.9168154507
0.1270000000,24.2650538227
0.1280000000,24.6144938629
0.1290000000,24.9650762387
0.1300000000,25.3167403677
0.1310000000,25.6694244066
0.1320000000,26.0230652407
0.1330000000,26.3775984730
0.1340000000,26.7329584147
0.1350000000,27.0890780747
0.1360000000,27.4458891506
0.1370000000,27.8033220197
0.1380000000,28.1613057299
0.1390000000,28.5197679920
0.1400000000,28.8786351711
0.1410000000,29.2378322800
0.1420000000,29.5972829716
0.1430000000,29.9569095325
0.1440000000,30.3166328773
0.1450000000,30.6763725424
0.1460000000,31.0360466817
0.1470000000,31.3955720614
0.1480000000,31.7548640566
0.1490000000,32.1138366474
0.1500000000,32.4724024165
0.1510000000,32.8304725467
0.1520000000,33.1879568194
0.1530000000,33.5447636135
0.1540000000,33.9007999051
0.1550000000,34.2559712680
0.1560000000,34.6101818742
0.1570000000,34.9633344965
0.1580000000,35.3153305099
0.1590000000,35.6660698956
0.1600000000,36.0154512444
0.1610000000,36.3633717618
0.1620000000,36.7097272732
0.1630000000,37.0544122305
0.1640000000,37.3973197188
0.1650000000,37.7383414650
0.1660000000,38.0773678462
0.1670000000,38.4142878997
0.1680000000,38.7489893335
0.1690000000,39.0813585383
0.1700000000,39.4112805995
0.1710000000,39.7386393110
0.1720000000,40.0633171898
0.1730000000,40.3851954913
0.1740000000,40.7041542258
0.1750000000,41.0200721763
0.1760000000,41.3328269169
0.1770000000,41.6422948328
0.1780000000,41.9483511406
0.1790000000,42.2508699106
0.1800000000,42.5497240897
0.1810000000,42.8447855258
0.1820000000,43.1359249929
0.1830000000,43.4230122175
0.1840000000,43.7059159070
0.1850000000,43.9845037780
0.1860000000,44.2586425867
0.1870000000,44.5281981607
0.1880000000,44.7930354312
0.1890000000,45.0530184672
0.1900000000,45.3080105111
0.1910000000,45.5578740147
0.1920000000,45.8024706779
0.1930000000,46.0416614874
0.1940000000,46.2753067574
0.1950000000,46.5032661720
0.1960000000,46.7253988282
0.1970000000,46.9415632810
0.1980000000,47.1516175892
0.1990000000,47.3554193634
0.2000000000,47.5528258148
0.2010000000,47.7436938056
0.2020000000,47.9278799013
0.2030000000,48.1052404236
0.2040000000,48.2756315056
0.2050000000,48.4389091477
0.2060000000,48.5949292757
0.2070000000,48.7435478000
0.2080000000,48.8846206761
0.2090000000,49.0180039669
0.2100000000,49.1435539066
0.2110000000,49.2611269657
0.2120000000,49.3705799176
0.2130000000,49.4717699068
0.2140000000,49.5645545189
0.2150000000,49.6487918511
0.2160000000,49.7243405853
0.2170000000,49.7910600620
0.2180000000,49.8488103562
0.2190000000,49.8974523537
0.2200000000,49.9368478303
0.2210000000,49.9668595314
0.2220000000,49.9873512536
0.2230000000,49.9981879269
0.2240000000,49.9992356998
0.2250000000,49.9903620241
0.2260000000,49.9714357424
0.2270000000,49.9423271760
0.2280000000,49.9029082151
0.2290000000,49.8530524094
0.2300000000,49.7926350603
0.2310000000,49.7215333149
0.2320000000,49.6396262607
0.2330000000,49.5467950213
0.2340000000,49.4429228542
0.2350000000,49.3278952486
0.2360000000,49.2016000255
0.2370000000,49.0639274379
0.2380000000,48.9147702730
0.2390000000,48.7540239543
0.2400000000,48.5815866457
0.2410000000,48.3973593564
0.2420000000,48.2012460457
0.2430000000,47.9931537303
0.2440000000,47.7729925909
0.2450000000,47.5406760805
0.2460000000,47.2961210331
0.2470000000,47.0392477728
0.2480000000,46.7699802243
0.2490000000,46.4882460228
0.2500000000,46.1939766256
0.2510000000,45.8871074231
0.2520000000,45.5675778510
0.2530000000,45.2353315021
0.2540000000,44.8903162388
0.2550000000,44.5324843056
0.2560000000,44.1617924418
0.2570000000,43.7782019942
0.2580000000,43.3816790295
0.2590000000,42.9721944467
0.2600000000,42.5497240897
0.2610000000,42.1142488593
0.2620000000,41.6657548243
0.2630000000,41.2042333331
0.2640000000,40.7296811242
0.2650000000,40.2421004362
0.2660000000,39.7414991168
0.2670000000,39.2278907317
0.2680000000,38.7012946715
0.2690000000,38.1617362588
0.2700000000,37.6092468532
0.2710000000,37.0438639556
0.2720000000,36.4656313111
0.2730000000,35.8745990101
0.2740000000,35.2708235890
0.2750000000,34.6543681273
0.2760000000,34.0253023452
0.2770000000,33.3837026975
0.2780000000,32.7296524667
0.2790000000,32.0632418534
0.2800000000,31.3845680645
0.2810000000,30.6937353997
0.2820000000,29.9908553345
0.2830000000,29.2760466015
0.2840000000,28.5494352688
0.2850000000,27.8111548154
0.2860000000,27.0613462033
0.2870000000,26.3001579479
0.2880000000,25.5277461832
0.2890000000,24.7442747255
0.2900000000,23.9499151322
0.2910000000,23.1448467585
0.2920000000,22.3292568085
0.2930000000,21.5033403843
0.2940000000,20.6673005298
0.2950000000,19.8213482711
0.2960000000,18.9657026521
0.2970000000,18.1005907664
0.2980000000,17.2262477839
0.2990000000,16.3429169731
